id,name,image,level,attribute,family,prior_forms,next_forms,lateral_next_forms,digifuse_forms,attacks
1148,Runnermon,https://static.wikia.nocookie.net/digimon/images/d/d5/Runnermon_b.jpg/revision/latest/scale-to-width-down/268?cb=20210115043732,Champion,Virus,Unknown,,,,,Unknown
1149,Rurimon,https://static.wikia.nocookie.net/digimon/images/7/76/Rurimon_b.jpg/revision/latest/scale-to-width-down/268?cb=20210124043520,Unknown,Unknown,Unknown,,,,,Unknown
1150,RustTyranomon,https://static.wikia.nocookie.net/digimon/images/c/c1/RustTyranomon_b.jpg/revision/latest/scale-to-width-down/268?cb=20170310061431,Mega,Virus,Metal Empire,MetalTyrannomon,,,,Terror's Cluster
1151,Ruthless Tuwarmon,https://static.wikia.nocookie.net/digimon/images/9/9a/Ruthless_Tuwarmon_t.gif/revision/latest/scale-to-width-down/268?cb=20220701014609,Unknown,Unknown,Unknown,Tuwarmon,,,,Unknown
1152,Ruthless Tuwarmon Beast Mode,https://static.wikia.nocookie.net/digimon/images/e/ec/Ruthless_Tuwarmon_Beast_Mode_t.gif/revision/latest/scale-to-width-down/268?cb=20220701032032,Unknown,Unknown,Unknown,Tuwarmon,,,,Burning Boogie | Hell's Mantis Dance
1153,Ryudamon,https://static.wikia.nocookie.net/digimon/images/2/26/Ryudamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090129163144,Rookie,Vaccine,Nature Spirits,,Ginryumon | DexDorugamon,,,Kabutogaeshi | Iaijin
1154,Ryugumon,https://static.wikia.nocookie.net/digimon/images/3/33/Ryugumon_b.jpg/revision/latest/scale-to-width-down/268?cb=20240926021043,Mega,Data,Unknown,,,,,NiraiShikaishō | Wadatsumi noHarae
1155,Saberdramon,https://static.wikia.nocookie.net/digimon/images/9/97/Saberdramon_b.jpg/revision/latest/scale-to-width-down/268?cb=20151009034220,Champion,Vaccine,Wind Guardians,,,,,Night Roar | Anti Confusion
1156,SaberLeomon,https://static.wikia.nocookie.net/digimon/images/c/c8/SaberLeomon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090127183451,Mega,Data,Nature Spirits,GrapLeomon,,Dinotigermon,,Nail Crusher
1157,Sagittarimon,https://static.wikia.nocookie.net/digimon/images/2/26/Sagittarimon_b.jpg/revision/latest/scale-to-width-down/268?cb=20120601042929,Armor,Vaccine / Free,Nature Spirits,Veemon,,,,Unknown
1158,Sagomon,https://static.wikia.nocookie.net/digimon/images/9/93/Sagomon_b.jpg/revision/latest/scale-to-width-down/268?cb=20110902045546,Ultimate,Virus,Unknown,,,,,Kouyouhoujou: Kamon no Jin | Kouyouhoujou: Taki no Jin | Getsugazan
1159,Sakkakumon,https://static.wikia.nocookie.net/digimon/images/e/ea/Sakkakumon_b.jpg/revision/latest/scale-to-width-down/268?cb=20140117150703,Hybrid,Variable,Unknown,B Spirit of Steel,Kimeramon,,,MjöllnirThunder
1160,Sakumon,https://static.wikia.nocookie.net/digimon/images/7/70/Sakumon_b.jpg/revision/latest/scale-to-width-down/268?cb=20170131173932,Fresh,Free,Unknown,,Sakuttomon,,,Sakkuri
1161,SakutekiMonitamon,https://static.wikia.nocookie.net/digimon/images/b/b2/SakutekiMonitamon_vp.png/revision/latest?cb=20150927033842,Unknown,Unknown,Unknown,,,,,Unknown
1162,Sakuttomon,https://static.wikia.nocookie.net/digimon/images/6/69/Sakuttomon_b.jpg/revision/latest/scale-to-width-down/268?cb=20170203160704,In-Training,Free,Unknown,Sakumon,Zubamon,,,Sakusaku
1163,Sakuyamon,https://static.wikia.nocookie.net/digimon/images/2/27/Sakuyamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090315050632,Mega,Data,Nightmare Soldiers,Taomon,,Kuzuhamon | Sakuyamon Maid Mode,,Spirit Strike[6] | Kongoukai Mandara | Jouenkobu | Raishuukyaku | Kofūsatsu | Koenkyaku | Yougetsushū | Kassengeki | Kuda-gitsune
1164,Sakuyamon Maid Mode,https://static.wikia.nocookie.net/digimon/images/e/ea/Sakuyamon_Maid_Mode_b.jpg/revision/latest/scale-to-width-down/268?cb=20161129054010,Mega,Data,Nightmare Soldiers,,,,,Izuna[5] | Kongoukai Mandara
1165,Sakuyamon X,https://static.wikia.nocookie.net/digimon/images/6/6b/Sakuyamon_X_b.jpg/revision/latest/scale-to-width-down/268?cb=20181130024246,Mega,Data,Unknown,,,,,Kongoukai Mandara | Konohanasenki-Banshou | Uka-no-Mitama
1166,Salamandermon,https://static.wikia.nocookie.net/digimon/images/0/01/Salamandermon_b.jpg/revision/latest/scale-to-width-down/268?cb=20140530013713,Armor,Virus,Nightmare Soldiers,,,,,Unknown
1167,Salamon,https://static.wikia.nocookie.net/digimon/images/9/92/Salamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20120502163011,Rookie,Vaccine,Nature Spirits,Nyaromon,Gatomon | BlackGatomon | Mikemon,,,Sledge Dash
1168,Salamon X,https://static.wikia.nocookie.net/digimon/images/1/11/Salamon_X_b.jpg/revision/latest/scale-to-width-down/268?cb=20190725034459,Rookie,Vaccine,Nature Spirits,,,,,Puppy Howling
1169,Sandiramon,https://static.wikia.nocookie.net/digimon/images/1/1c/Sandiramon_b.jpg/revision/latest/scale-to-width-down/268?cb=20091219170407,Ultimate,Virus,Nightmare Soldiers,,,,,Krishńa
1170,Sandmon,https://static.wikia.nocookie.net/digimon/images/0/0a/Sandmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20210611033546,Fresh,Free,Unknown,,Tumblemon,,,Sunakake
1171,SandYanmamon,https://static.wikia.nocookie.net/digimon/images/8/8f/SandYanmamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20210714023359,Champion,Data,Nature Spirits,,,,,Desert Wind | Flying Break | Polymer Touch | Mega Blaster
1172,Sangloupmon,https://static.wikia.nocookie.net/digimon/images/b/b9/Sangloupmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20101126214143,Champion,Virus,Dark Area,Dracmon,Matadormon | Myotismon,,,Unknown
1173,Sangomon,https://static.wikia.nocookie.net/digimon/images/f/fa/Sangomon_b.jpg/revision/latest/scale-to-width-down/268?cb=20200615024718,Rookie,Data,Deep Savers,,,,,Refuge Mist
1174,SantaAgumon,https://static.wikia.nocookie.net/digimon/images/b/ba/SantaAgumon_%28Soul_Chaser%29_b.jpg/revision/latest/scale-to-width-down/268?cb=20181225041402,Rookie,Vaccine,Dragon's Roar,,,,,Unknown
1175,Sanzomon,https://static.wikia.nocookie.net/digimon/images/9/9a/Sanzomon_b.jpg/revision/latest/scale-to-width-down/268?cb=20110902061421,Ultimate,Vaccine,Unknown,,Shakamon | Cho-Hakkaimon | Gokuwmon | Shawjamon,,,To Shishun-kyou | Kochou Mu-kyou | Mugen Danmaku Shin-kyou
1176,SaviorHuckmon,https://static.wikia.nocookie.net/digimon/images/e/e8/SaviorHuckmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20141212025249,Ultimate,Data,Metal Empire,BaoHuckmon,Jesmon,,,Ledge Strayed
1177,Scorpiomon,https://static.wikia.nocookie.net/digimon/images/7/7b/Scorpiomon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090128171127,Ultimate,Data,Deep Savers,,,,,Stinger Surprise | Suna Shawā
1178,Scorpiomon X,https://static.wikia.nocookie.net/digimon/images/9/9e/Scorpiomon_X_b.jpg/revision/latest/scale-to-width-down/268?cb=20181228144726,Ultimate,Data,Deep Savers,,,,,Unknown
1179,ScudMissimon,https://static.wikia.nocookie.net/digimon/images/d/dd/XW-02_32_1.jpg/revision/latest?cb=20100821025559,Unknown,Unknown,Unknown,,,,,Unknown
1180,Seadramon,https://static.wikia.nocookie.net/digimon/images/4/45/Seadramon_b.jpg/revision/latest/scale-to-width-down/268?cb=20130402185659,Champion,Data,Deep Savers,Betamon,MegaSeadramon | Mamemon | Whamon | WaruSeadramon | SkullSeadramon,,,Ice Arrow | Water Breath | Chill Brains | Shimetsukeru
1181,Seadramon X,https://static.wikia.nocookie.net/digimon/images/f/f2/Seadramon_X_b.jpg/revision/latest/scale-to-width-down/268?cb=20190809180048,Champion,Data,Deep Savers,,,,,Unknown
1182,Seahomon,https://static.wikia.nocookie.net/digimon/images/e/e3/Seahomon_b.jpg/revision/latest/scale-to-width-down/268?cb=20140404025544,Armor,Vaccine / Free,Deep Savers,Armadillomon,,,,Prism Rainbow
1183,Sealsdramon,https://static.wikia.nocookie.net/digimon/images/2/22/Sealsdramon_b.jpg/revision/latest/scale-to-width-down/268?cb=20110428172610,Champion,Virus,Metal Empire,Commandramon,Tankdramon,,,Unknown
1184,Searchmon,https://static.wikia.nocookie.net/digimon/images/f/f5/Searchmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20131004173753,Armor,Data / Free,Nature Spirits,Wormmon,,,Shoutmon X7F Superior Mode,Jamming Hertz
1185,Seasarmon,https://static.wikia.nocookie.net/digimon/images/c/ce/Seasarmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20110811130212,Champion,Vaccine,Nature Spirits,Labramon,Cerberusmon,,,Sekkantou | Tiida Ija
1186,Seasarmon X,https://static.wikia.nocookie.net/digimon/images/e/e2/Seasarmon_X_b.jpg/revision/latest/scale-to-width-down/268?cb=20191029030007,Champion,Vaccine,Unknown,,,,,Sekkantou | Tiida Ija | Koryūkyū
1187,SeitenGokuumon,https://static.wikia.nocookie.net/digimon/images/1/14/SeitenGokuumon_b.jpg/revision/latest/scale-to-width-down/268?cb=20250704143427,Mega,Unknown,Unknown,,,,,Qitian Dasheng | Sun Wukong
1188,Sepikmon,https://static.wikia.nocookie.net/digimon/images/4/49/Sepikmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20130201061754,Armor,Data / Free,Nightmare Soldiers,Armadillomon,,,,Unknown
1189,Seraphimon,https://static.wikia.nocookie.net/digimon/images/f/f9/Seraphimon_b.jpg/revision/latest/scale-to-width-down/268?cb=20100205031651,Mega,Vaccine,Wind Guardians,MagnaAngemon,Omnimon Merciful Mode | Omnimon | Vikemon | Rosemon | HerculesKabuterimon | Hououmon | Magnadramon,ShadowSeraphimon | Daemon,,Seven Heavens | Divine Breaker | Ascension Hallow | Final Heal | Chokkagata Heaven's Kick
1190,Sethmon,https://static.wikia.nocookie.net/digimon/images/6/65/Sethmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20131227013959,Armor,Vaccine / Free,Nightmare Soldiers,Veemon,,,,Tusk Driver
1191,Sethmon Wild Mode,https://static.wikia.nocookie.net/digimon/images/4/4e/6-45_Analyzer-05_JP.png/revision/latest/scale-to-width-down/268?cb=20110726040547,Unknown,Unknown,Unknown,Sethmon,,,,Grand Heat Storm
1192,Shademon,https://static.wikia.nocookie.net/digimon/images/9/9c/Shademon_b.jpg/revision/latest/scale-to-width-down/268?cb=20160729084051,Champion,Virus,Unknown,,Luminamon,,,Unknown
1194,ShadowSeraphimon,https://static.wikia.nocookie.net/digimon/images/1/12/ShadowSeraphimon_b.jpg/revision/latest/scale-to-width-down/268?cb=20210409021259,Mega,Virus,Nightmare Soldiers,Mercurymon,,Daemon,,Seven Hells | Testament
1195,ShadowToyAgumon,https://static.wikia.nocookie.net/digimon/images/c/ca/ShadowToyAgumon_b.jpg/revision/latest/scale-to-width-down/268?cb=20201026182441,Rookie,Virus,Metal Empire,,,,,Toy Flame | Kikai Attack
1196,ShadowWereGarurumon,https://static.wikia.nocookie.net/digimon/images/6/6b/ShadowWereGarurumon_b.jpg/revision/latest/scale-to-width-down/268?cb=20201026184719,Ultimate,Virus,Nightmare Soldiers,BlackGarurumon,BlackMetalGarurumon | BanchoLeomon,,,Kaiser Nail | Engetsugeri
1197,Shadramon,https://static.wikia.nocookie.net/digimon/images/0/09/Shadramon_b.jpg/revision/latest/scale-to-width-down/268?cb=20120615021128,Armor,Virus / Free,Nature Spirits,Wormmon,,,,Indent Screw
1198,Shagaramon,https://static.wikia.nocookie.net/digimon/images/1/16/Shagaramon_b.jpg/revision/latest/scale-to-width-down/268?cb=20250328020329,Mega,Data,Unknown,Calmaramon,,,,Unknown
1199,Shakamon,https://static.wikia.nocookie.net/digimon/images/7/78/Shakamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20110909022948,Mega,Vaccine,Unknown,Cho-Hakkaimon,,,,Satori Henro Shou | ReikouKumo-no-Ito | Taijou Shingon
1200,Shakkoumon,https://static.wikia.nocookie.net/digimon/images/b/b7/Shakkoumon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090630211300,Ultimate,Data / Free,Unknown,Ankylomon,Vikemon | SlashAngemon,,,Aramitama | Nigimitama | Sakimitama
1201,Shamanmon,https://static.wikia.nocookie.net/digimon/images/1/17/Shamanmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20130726020504,Rookie,Virus,Nightmare Soldiers,,Apemon,,,Shama Hammer | Iwa Tobashi
1202,Sharkmon,https://static.wikia.nocookie.net/digimon/images/f/f1/Sharkmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20250625020727,Ultimate,Virus,Unknown,,,,,Issei Hōgeki
1203,Shawjamon,https://static.wikia.nocookie.net/digimon/images/4/48/Shawjamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090526082002,Ultimate,Virus,Deep Savers,Gwappamon,JumboGamemon | Shakamon | Cho-Hakkaimon | Gokuwmon | Sanzomon,,,Kouyoujou: Kamon no Jin | Kouyoujou: Taki no Jin | Getsugazan | Kamon no Jin
1204,Sheepmon,https://static.wikia.nocookie.net/digimon/images/1/12/Sheepmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20130222025009,Armor,Vaccine / Free,Nature Spirits,Armadillomon,,,,Unknown
1205,Shellmon,https://static.wikia.nocookie.net/digimon/images/b/b0/Shellmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20110729033625,Champion,Data,Deep Savers,Syakomon,Mermaimon,,,Hydro Pressure | Tai Atari | Spin Shelter
1206,ShellNumemon,https://static.wikia.nocookie.net/digimon/images/2/29/ShellNumemon_b.jpg/revision/latest/scale-to-width-down/268?cb=20151106135901,Champion,Virus,Nature Spirits,,,,,Tai Atari | Unchi Rain | Maimai Oddo | Jukusei Unchi | Nume Tai Atari
1207,ShimaUnimon,https://static.wikia.nocookie.net/digimon/images/1/1c/ShimaUnimon_b.jpg/revision/latest/scale-to-width-down/268?cb=20150220021630,Champion,Vaccine,Nature Spirits,,,,,Luster Shot | Shima Corn Thrust | Anti Paralyze
1208,ShineGreymon,https://static.wikia.nocookie.net/digimon/images/e/e5/ShineGreymon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090127181856,Mega,Vaccine,Dragon's Roar,RizeGreymon,,ShineGreymon Burst Mode | ShineGreymon Ruin Mode,,Unknown
1209,ShineGreymon Burst Mode,https://static.wikia.nocookie.net/digimon/images/1/18/ShineGreymon_Burst_Mode_b.jpg/revision/latest/scale-to-width-down/268?cb=20091113162005,Mega,Vaccine,Dragon's Roar,,,,,Torrid Weiß
1210,ShineGreymon Ruin Mode,https://static.wikia.nocookie.net/digimon/images/4/49/ShineGreymon_Ruin_Mode_b.jpg/revision/latest/scale-to-width-down/268?cb=20221213031338,Mega,Vaccine,Dragon's Roar,,,,,Torrid Weiß
1211,ShinMonzaemon,https://static.wikia.nocookie.net/digimon/images/b/bf/ShinMonzaemon_b.jpg/revision/latest/scale-to-width-down/268?cb=20221125031359,Mega,Vaccine,Unknown,Monzaemon,,,,Fancy Fantasista | Sweet Lovely Attack
1212,Shivamon,https://static.wikia.nocookie.net/digimon/images/d/d3/Shivamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20210305021724,Mega,Data,Unknown,,,,,Unknown
1213,Shoemon,https://static.wikia.nocookie.net/digimon/images/e/e2/Shoemon_b.jpg/revision/latest/scale-to-width-down/268?cb=20240119163940,Rookie,Virus,Unknown,,ShoeShoemon,,,Unknown
1214,ShoeShoemon,https://static.wikia.nocookie.net/digimon/images/e/ec/ShoeShoemon_b.jpg/revision/latest/scale-to-width-down/268?cb=20240119164049,Champion,Virus,Unknown,Shoemon,,,,Donguri Bomb
1215,ShogunGekomon,https://static.wikia.nocookie.net/digimon/images/2/2d/ShogunGekomon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090128171128,Ultimate,Virus,Nature Spirits,Gekomon,Pukumon,,,Kobushi Tone | Horn Howling | Crash Symphony
1216,ShootingStarmon,https://static.wikia.nocookie.net/digimon/images/d/dd/ShootingStarmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20180523024114,Champion,Data,Unknown,Starmon (2010 anime),,,,Unknown
1217,Shootmon,https://static.wikia.nocookie.net/digimon/images/0/0f/Shootmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20210205050932,Ultimate,Vaccine,Unknown,,,,,Unknown
1218,Shortmon,https://static.wikia.nocookie.net/digimon/images/0/0c/Shortmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20211013023406,Champion,Data,Unknown,,Reverse Weddinmon | Weddinmon | Candlemon,,,Unknown
1219,Shounitamon,https://static.wikia.nocookie.net/digimon/images/8/8a/Shounitamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20110128133922,Champion,Data,Unknown,Shoutmon,,,,Kasumigakure | Hagakure
1220,Shoutmon,https://static.wikia.nocookie.net/digimon/images/8/8b/Shoutmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20100604060001,Rookie,Data / Free,Nature Spirits,,Shoutmon (King Version),,Shoutmon X7F Superior Mode,Rokku Damashī | Soul Crusher | Rowdy Rocker
1222,Shoutmon %2B Drill Cannon,https://static.wikia.nocookie.net/digimon/images/b/b9/Shoutmon_%2B_Drill_Cannon_b.jpg/revision/latest/scale-to-width-down/268?cb=20100827033036,Rookie,Data,Dragon's Roar,Shoutmon,,,,Unknown
1223,Shoutmon %2B Star Sword,https://static.wikia.nocookie.net/digimon/images/8/85/Shoutmon_%2B_Star_Sword_b.jpg/revision/latest/scale-to-width-down/268?cb=20100910070855,Rookie,Data,Dragon's Roar,Shoutmon,,,,Star Blade
1224,Shoutmon %2B Supersonic Sparrow,https://static.wikia.nocookie.net/digimon/images/c/c4/Shoutmon_%2B_Supersonic_Sparrow_b.jpg/revision/latest/scale-to-width-down/268?cb=20110204053237,Rookie,Data,Wind Guardians,Shoutmon,,,,Air Shooter | Plasma Blaster
1225,Shoutmon B,https://static.wikia.nocookie.net/digimon/images/e/eb/Shoutmon_B_vg.gif/revision/latest?cb=20110331114048,Unknown,Data,Dragon's Roar,,,,,Unknown
1226,Shoutmon DX,https://static.wikia.nocookie.net/digimon/images/c/c0/Shoutmon_DX_b.jpg/revision/latest/scale-to-width-down/268?cb=20110617160736,Mega,Data,Nature Spirits,OmniShoutmon,,,,TridentJusFang | Hyper Rock Magnum | Electric Buster Xros | Victorize Banking | Brave Beat Rock Double Xros
1227,Shoutmon EX6,https://static.wikia.nocookie.net/digimon/images/9/92/Shoutmon_EX6_b.jpg/revision/latest/scale-to-width-down/268?cb=20210319032648,Mega,Data,Unknown,OmniShoutmon,,,Shoutmon X7F Superior Mode,Unknown
1228,Shoutmon Star Wheel,https://static.wikia.nocookie.net/digimon/images/1/14/XW-05_18_01.png/revision/latest/scale-to-width-down/268?cb=20140824205704,Unknown,Unknown,Unknown,Shoutmon,,,,Unknown
1229,Shoutmon X2,https://static.wikia.nocookie.net/digimon/images/e/e0/Shoutmon_X2_b.jpg/revision/latest/scale-to-width-down/268?cb=20100806075154,Champion,Data,Metal Empire,Shoutmon,,,,Buddy Blaster | Arm Bunker | Miya Vulcan
1231,Shoutmon X2%2B,https://static.wikia.nocookie.net/digimon/images/b/bb/Shoutmon_X2%2B_t.gif/revision/latest/scale-to-width-down/268?cb=20191220231222,Unknown,Unknown,Unknown,Shoutmon X2,,,,Buddy Blaster
1232,Shoutmon X3,https://static.wikia.nocookie.net/digimon/images/8/88/Shoutmon_X3_b.jpg/revision/latest/scale-to-width-down/268?cb=20100903064443,Champion,Data,Nature Spirits,Shoutmon,,,,Three Victorize | Victorize Boomerang
1233,Shoutmon X3GM,https://static.wikia.nocookie.net/digimon/images/7/7e/Shoutmon_X3GM_b.jpg/revision/latest/scale-to-width-down/268?cb=20110228010653,Unknown,Unknown,Dragon's Roar,Shoutmon X2,,,,Unknown
1234,Shoutmon X3SD,https://static.wikia.nocookie.net/digimon/images/5/53/Shoutmon_X3SD_b.jpg/revision/latest/scale-to-width-down/268?cb=20110228010705,Unknown,Unknown,Dragon's Roar,Shoutmon X2,,,,Unknown
1235,Shoutmon X4,https://static.wikia.nocookie.net/digimon/images/c/c4/Shoutmon_X4_b.jpg/revision/latest/scale-to-width-down/268?cb=20100820025019,Champion,Data,Nature Spirits,Shoutmon,,,,Burning Star Crusher | Three Victorize | Victorize Boomerang
1236,Shoutmon X4B,https://static.wikia.nocookie.net/digimon/images/2/2a/Shoutmon_X4B_b.jpg/revision/latest/scale-to-width-down/268?cb=20101217030653,Ultimate,Data,Dragon's Roar,Shoutmon,,,,Chaos Flare
1237,Shoutmon X4K,https://static.wikia.nocookie.net/digimon/images/4/4b/Shoutmon_X4K_b.jpg/revision/latest/scale-to-width-down/268?cb=20210512024329,Ultimate,Data,Unknown,Shoutmon,,,,Burning Star Crusher | Victorize Boomerang
1238,Shoutmon X4S,https://static.wikia.nocookie.net/digimon/images/6/6b/Shoutmon_X4S_b.jpg/revision/latest/scale-to-width-down/268?cb=20110322043324,Unknown,Unknown,Dragon's Roar,Shoutmon,,,,Victory Brave
1239,Shoutmon X5,https://static.wikia.nocookie.net/digimon/images/a/ae/Shoutmon_X5_b.jpg/revision/latest/scale-to-width-down/268?cb=20110114061653,Ultimate,Data,Nature Spirits,Shoutmon,,,,Meteor Buster Attack | Meteor Impact | Impact Laser
1240,Shoutmon X5B,https://static.wikia.nocookie.net/digimon/images/4/47/Shoutmon_X5B_b.jpg/revision/latest/scale-to-width-down/268?cb=20110513142954,Mega,Data,Unknown,Shoutmon,,,,Burst Dash Stream | Chaos Flare | Five_B Victorize
1241,Shoutmon X5S,https://static.wikia.nocookie.net/digimon/images/b/bf/Shoutmon_X5S_b.jpg/revision/latest/scale-to-width-down/268?cb=20200331172659,Unknown,Unknown,Dragon's Roar,Shoutmon X4,,,,Unknown
1242,Shoutmon X6,https://static.wikia.nocookie.net/digimon/images/1/13/XW-15_26-27_1.jpg/revision/latest/scale-to-width-down/268?cb=20111001054904,Unknown,Unknown,Unknown,Shoutmon DX,,,,Unknown
1243,Shoutmon X7,https://static.wikia.nocookie.net/digimon/images/a/a8/Shoutmon_X7_b.jpg/revision/latest/scale-to-width-down/268?cb=20111021042901,Mega,Data,Nature Spirits,OmniShoutmon,,BlackShoutmon X7,,Xros Burning Rocker | Double Flare Buster | Seven Victorize
1244,Shoutmon X7F Superior Mode,https://static.wikia.nocookie.net/digimon/images/5/50/Shoutmon_X7F_Superior_Mode_b.jpg/revision/latest/scale-to-width-down/268?cb=20150317140302,Mega,Data,Virus Busters,Fusion Fighters United Army + Digital World,,,,Unknown
1245,Shroudmon,https://static.wikia.nocookie.net/digimon/images/f/f2/Shroudmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20210420045519,Mega,Virus,Unknown,,,,,Kishungouken | Gokuen Hakaishū | Garaien Saiha
1246,Shurimon,https://static.wikia.nocookie.net/digimon/images/8/85/Shurimon_b.jpg/revision/latest/scale-to-width-down/268?cb=20131101040233,Armor,Data / Free,Wind Guardians,Hawkmon,,,,Kusanagi | Momiji Oroshi | Nouten Sakaotoshi | Konoha Kakure | Tendril Jump
1247,Silphymon,https://static.wikia.nocookie.net/digimon/images/c/c3/Silphymon_b.jpg/revision/latest/scale-to-width-down/268?cb=20150710031547,Ultimate,Data / Free,Wind Guardians,Aquilamon,Dynasmon | Valkyrimon | Varodurumon | Sinduramon | Phoenixmon,,,Top Gun | Dual Sonic
1248,Sinduramon,https://static.wikia.nocookie.net/digimon/images/0/06/Sinduramon_b.jpg/revision/latest/scale-to-width-down/268?cb=20210506045229,Ultimate,Data,Metal Empire,Muchomon,Varodurumon | Silphymon,,,Púyaváha
1249,Sirenmon,https://static.wikia.nocookie.net/digimon/images/c/c3/Sirenmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20140207060213,Ultimate,Data,Deep Savers,Kiwimon,,,,Dai'ikkyoku (Polyphony) | Dainikyoku (Aria) | Daisankyoku (Canon)
1250,Siriusmon,https://static.wikia.nocookie.net/digimon/images/d/d3/Siriusmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20221218003410,Mega,Vaccine,Virus Busters,Canoweissmon,,,,Cosmo Blade | Break-quasar | Planet Knuckle
1251,Sistermon Blanc,https://static.wikia.nocookie.net/digimon/images/6/6b/Sistermon_Blanc_b.jpg/revision/latest/scale-to-width-down/268?cb=20121207045151,Rookie,Vaccine,Nature Spirits,,,Sistermon Blanc (Awakened),,Unknown
1253,Sistermon Ciel,https://static.wikia.nocookie.net/digimon/images/4/4c/Sistermon_Ciel_b.jpg/revision/latest/scale-to-width-down/268?cb=20180926074015,Champion,Virus,Unknown,,,Sistermon Ciel (Awakened),,Shirotsume Ichimonji-giri | Byakusai | Tohhō | Tekken Seisai
1255,Sistermon Noir,https://static.wikia.nocookie.net/digimon/images/9/98/Sistermon_Noir_b.jpg/revision/latest/scale-to-width-down/268?cb=20121207045204,Champion,Virus,Nature Spirits,,,Sistermon Noir (Awakened),,Tekken Seisai[6]
1257,Skadimon,https://static.wikia.nocookie.net/digimon/images/1/17/Skadimon_b.jpg/revision/latest/scale-to-width-down/268?cb=20240808030146,Mega,Vaccine,Unknown,,,,,Unknown
1258,SkullBaluchimon,https://static.wikia.nocookie.net/digimon/images/4/42/SkullBaluchimon_b.jpg/revision/latest/scale-to-width-down/268?cb=20100409081115,Ultimate,Data,Nightmare Soldiers,Baluchimon,,,,Unknown
1259,SkullGreymon,https://static.wikia.nocookie.net/digimon/images/e/e7/SkullGreymon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090128170900,Ultimate,Virus,Nightmare Soldiers,Greymon,BlackWarGreymon | Machinedramon,,,Ground Zero | Curse Breath
1260,SkullKnightmon,https://static.wikia.nocookie.net/digimon/images/e/ed/SkullKnightmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20110114061432,Champion,Virus,Nightmare Soldiers,,AxeKnightmon | Axemon,SkullKnightmon Arrow Mode | SkullKnightmon (White),,Breast-eye Wink
1262,SkullKnightmon Arrow Mode,https://static.wikia.nocookie.net/digimon/images/1/14/SkullKnightmon_Arrow_Mode_toy.jpg/revision/latest/scale-to-width-down/268?cb=20101112134611,Unknown,Unknown,Unknown,SkullKnightmon,,SkullKnightmon Naginata Mode,,Unknown
1263,SkullKnightmon BR,https://static.wikia.nocookie.net/digimon/images/0/01/SkullKnightmon_BR_vg.gif/revision/latest?cb=20110810061527,Unknown,Virus,Nightmare Soldiers,,,,,Unknown
1264,SkullKnightmon Cavalier Mode,https://static.wikia.nocookie.net/digimon/images/6/6f/SkullKnightmon_Cavalier_Mode_b.jpg/revision/latest/scale-to-width-down/268?cb=20110210141508,Champion,Virus,Unknown,SkullKnightmon,,,,Kiba Braver
1265,SkullKnightmon Mighty Axe Mode,https://static.wikia.nocookie.net/digimon/images/1/12/SkullKnightmon_Mighty_Axe_Mode_b.jpg/revision/latest/scale-to-width-down/268?cb=20110218035213,Champion,Virus,Unknown,SkullKnightmon Cavalier Mode,,,,Unknown
1266,SkullKnightmon Naginata Mode,https://static.wikia.nocookie.net/digimon/images/9/92/SkullKnightmon_Naginata_Mode_toy.jpg/revision/latest/scale-to-width-down/268?cb=20101112134619,Unknown,Unknown,Unknown,SkullKnightmon,,,,Unknown
